MOF,PLD,Dimen
qmof-bea0429.res,7.03185,3
qmof-bea446d.res,7.18431,3
qmof-beae772.res,4.64922,1
qmof-beb185c.res,5.34072,3
qmof-bebd218.res,0.72018,nan
qmof-bec48b9.res,4.58347,1
qmof-bec91df.res,5.02292,1
qmof-bec921f.res,3.50831,1
qmof-bed947e.res,3.20845,3
qmof-bedb824.res,21.5974,1
qmof-bedf07c.res,5.90571,1
qmof-beed51c.res,4.72677,2
qmof-beeedc4.res,7.97693,1
qmof-beeff21.res,0.73955,nan
qmof-bef4c02.res,4.27699,1
qmof-bef4d15.res,12.27426,3
qmof-bf184e0.res,0.77122,nan
qmof-bf1dda8.res,2.36426,nan
qmof-bf5d627.res,21.98865,1
qmof-bf65e5f.res,7.76076,3
qmof-bf69fe8.res,3.39444,2
qmof-bf74329.res,1.35909,nan
qmof-bf979d0.res,1.06883,nan
qmof-bfa7cd1.res,2.74702,1
qmof-bfb6a2b.res,8.95013,2
qmof-bfb6d42.res,3.42863,1
qmof-bfb991a.res,0.92894,nan
qmof-bfc705c.res,8.34078,3
qmof-bfd9aea.res,8.54581,3
qmof-bfe65fd.res,8.458,3
qmof-bfe77e8.res,1.14771,nan
qmof-bfe8f46.res,3.17315,1
qmof-bff657f.res,20.10952,1
qmof-bffc6bd.res,0.88236,nan
qmof-c00a6c1.res,6.59888,3
qmof-c00d5f9.res,1.07343,nan
qmof-c00e9c8.res,1.56433,nan
qmof-c02448f.res,2.00088,nan
qmof-c027dc9.res,8.70941,3
qmof-c0331cb.res,5.57706,1
qmof-c0337e5.res,1.0517,nan
qmof-c0388ac.res,1.61001,nan
qmof-c042375.res,0.98887,nan
qmof-c0463aa.res,8.55773,3
qmof-c04b7b9.res,7.7527,2
qmof-c052686.res,10.34483,3
qmof-c0580eb.res,3.60926,1
qmof-c05888d.res,1.65366,nan
qmof-c05dfdb.res,5.64967,2
qmof-c06322b.res,1.28748,nan
qmof-c067488.res,4.70768,3
qmof-c067576.res,1.1818,nan
qmof-c07765b.res,20.78652,1
qmof-c07a718.res,10.67747,3
qmof-c082cc0.res,2.71041,1
qmof-c083e21.res,7.45801,2
qmof-c09d082.res,4.89128,3
qmof-c09da8c.res,0.89594,nan
qmof-c0a7dd7.res,2.38784,nan
qmof-c0ad203.res,1.17851,nan
qmof-c0b261d.res,6.59125,3
qmof-c0b86a6.res,1.53033,nan
qmof-c0c19d2.res,5.22146,3
qmof-c0cf89e.res,1.52989,nan
qmof-c0f13ca.res,1.54542,nan
qmof-c0f2b02.res,7.2739,3
qmof-c0f6f4f.res,0.8852,nan
qmof-c0f991d.res,3.09876,3
qmof-c0fea9d.res,3.80601,3
qmof-c110ca9.res,7.77653,3
qmof-c11323c.res,1.0345,nan
qmof-c1189cc.res,5.02074,1
qmof-c11cf90.res,0.98522,nan
qmof-c11ff6c.res,5.27075,3
qmof-c128664.res,4.81058,3
qmof-c12cbdc.res,0.88753,nan
qmof-c14a8e9.res,1.51374,nan
qmof-c1553ca.res,4.64973,3
qmof-c1579af.res,0.98916,nan
qmof-c15a2c8.res,0.89021,nan
qmof-c17855f.res,3.0195,1
qmof-c1aa50a.res,0.19645,nan
qmof-c1ba22b.res,7.22075,3
qmof-c1bc002.res,6.48013,3
qmof-c1cca62.res,1.00137,nan
qmof-c1efe7d.res,9.0495,1
qmof-c1f4bcc.res,6.01454,1
qmof-c20a6d8.res,1.43401,nan
qmof-c213cea.res,10.49359,3
qmof-c213e54.res,2.14797,nan
qmof-c223541.res,2.08942,nan
qmof-c223d4f.res,3.43445,2
qmof-c22ea94.res,5.53848,3
qmof-c237857.res,12.58167,3
qmof-c24c5a7.res,6.79002,2
qmof-c26f0a1.res,6.29873,2
qmof-c27282a.res,1.65939,nan
qmof-c2746f0.res,0.68475,nan
qmof-c27e251.res,7.44178,3
qmof-c286619.res,7.51837,1
qmof-c2974b7.res,8.44868,3
qmof-c2a0d63.res,4.09153,3
qmof-c2a6c60.res,0.57426,nan
qmof-c2ade82.res,3.81116,2
qmof-c2bbdc5.res,0.97669,nan
qmof-c2c0d1c.res,16.60914,1
qmof-c2c4df4.res,1.78478,nan
qmof-c2c5615.res,5.49136,3
qmof-c2e0cee.res,0.93868,nan
qmof-c2f7da3.res,6.23747,3
qmof-c2f912a.res,2.80795,1
qmof-c2f9dad.res,0.95584,nan
qmof-c2fa921.res,0.9309,nan
qmof-c304717.res,6.76723,3
qmof-c30e806.res,1.577,nan
qmof-c31564c.res,0.85469,nan
qmof-c3167f9.res,1.32027,nan
qmof-c31827a.res,3.61992,1
qmof-c318faf.res,5.38792,3
qmof-c3298fb.res,6.1379,3
qmof-c330c01.res,1.59185,nan
qmof-c3733f1.res,0.85556,nan
qmof-c374ef1.res,8.37395,3
qmof-c3750eb.res,1.32416,nan
qmof-c376a8c.res,1.18803,nan
qmof-c3773fe.res,8.76474,3
qmof-c386b14.res,1.19546,nan
qmof-c389047.res,3.36856,1
qmof-c39c398.res,0.81564,nan
qmof-c3ab250.res,8.83539,3
qmof-c3ad823.res,5.10553,3
qmof-c3b0116.res,2.9466,1
qmof-c3bd46e.res,3.31176,1
qmof-c3c786f.res,1.18765,nan
qmof-c3d1c9d.res,2.58177,1
qmof-c3e4ec7.res,8.35395,3
qmof-c3e7be8.res,2.78621,3
qmof-c3fb5ce.res,3.45428,1
qmof-c403bec.res,9.88087,3
qmof-c406647.res,7.76136,3
qmof-c4088f1.res,0.78523,nan
qmof-c40f4c4.res,1.11305,nan
qmof-c41123e.res,0.98112,nan
qmof-c4157b5.res,13.76507,1
qmof-c41e9e1.res,4.72652,1
qmof-c43329d.res,3.72017,1
qmof-c4350d4.res,5.22365,1
qmof-c4408a8.res,0.88662,nan
qmof-c45dcc3.res,9.54181,3
qmof-c46a3ac.res,7.48274,3
qmof-c4714cc.res,15.24198,3
qmof-c47cf99.res,1.11236,nan
qmof-c483cae.res,1.31084,nan
qmof-c488679.res,9.13112,1
qmof-c494037.res,1.15202,nan
qmof-c49d30b.res,0.94926,nan
qmof-c4a7ecd.res,8.84735,3
qmof-c4b1af6.res,9.52616,2
qmof-c4b72a4.res,12.06494,3
qmof-c4bcebc.res,1.87565,nan
qmof-c4c2419.res,1.51063,nan
qmof-c4cc8a9.res,4.5032,3
qmof-c4f5db2.res,0.82518,nan
qmof-c51405e.res,1.06285,nan
qmof-c51b78b.res,2.51552,1
qmof-c521538.res,0.89445,nan
qmof-c522b2f.res,4.71588,1
qmof-c535e2f.res,1.25999,nan
qmof-c53a076.res,1.00997,nan
qmof-c5480ba.res,2.66362,1
qmof-c54c019.res,9.13679,2
qmof-c54ce08.res,0.87047,nan
qmof-c5651be.res,0.7873,nan
qmof-c580ed9.res,8.74663,3
qmof-c587782.res,3.21995,1
qmof-c59d505.res,3.57814,2
qmof-c59d8b8.res,1.45138,nan
qmof-c59df0d.res,11.37236,3
qmof-c5af396.res,5.01952,3
qmof-c5b0b23.res,7.55583,1
qmof-c5bcd42.res,6.50586,1
qmof-c5c4f84.res,0.89187,nan
qmof-c5c5ac9.res,1.02566,nan
qmof-c5d164d.res,4.06562,1
qmof-c5d2cf9.res,2.06897,nan
qmof-c5e28ee.res,9.02377,3
qmof-c5e9ea3.res,5.02571,3
qmof-c5f3d0d.res,7.86227,3
qmof-c5f786c.res,0.72439,nan
qmof-c5ff6a1.res,10.19167,3
qmof-c60bf32.res,1.22344,nan
qmof-c6160cd.res,13.32547,3
qmof-c61bee5.res,4.47028,3
qmof-c620f0b.res,7.49194,3
qmof-c624998.res,0.69294,nan
qmof-c62f819.res,1.14043,nan
qmof-c63d32a.res,8.90868,1
qmof-c63dd25.res,3.7871,3
qmof-c645675.res,1.15331,nan
qmof-c650339.res,4.66844,3
qmof-c6553b1.res,1.06791,nan
qmof-c659bd8.res,1.16235,nan
qmof-c65a3b9.res,3.75506,3
qmof-c66194c.res,4.7336,1
qmof-c67339d.res,8.89648,3
qmof-c68e18d.res,1.23758,nan
qmof-c6a0c39.res,2.70561,2
qmof-c6a4edf.res,2.98816,1
qmof-c6bf1e2.res,3.23068,1
qmof-c6cc493.res,9.84959,3
qmof-c6cf282.res,5.55165,3
qmof-c6cf80e.res,1.60084,nan
qmof-c6d5b12.res,10.93033,3
qmof-c6e12dd.res,7.75595,3
qmof-c6e68a4.res,8.02761,1
qmof-c6ed6e6.res,23.24044,1
qmof-c6eef3b.res,3.50886,1
qmof-c6f02b4.res,2.02616,nan
qmof-c6f066c.res,8.23147,3
qmof-c6f6604.res,10.15763,3
qmof-c706712.res,0.83166,nan
qmof-c70e8ee.res,1.13643,nan
qmof-c70fd52.res,1.24886,nan
qmof-c716cfc.res,1.17675,nan
qmof-c717f0f.res,2.45145,1
qmof-c7376df.res,2.51556,1
qmof-c73f4f0.res,8.40588,3
qmof-c74254c.res,21.69633,1
qmof-c7521fe.res,5.46996,1
qmof-c753207.res,1.09215,nan
qmof-c775fd7.res,0.70535,nan
qmof-c7761f6.res,1.18786,nan
qmof-c77fb00.res,0.9546,nan
qmof-c786c29.res,1.22258,nan
qmof-c78e4b1.res,2.70895,1
qmof-c794b37.res,0.80566,nan
qmof-c795296.res,5.5848,3
qmof-c7a31b7.res,0.79289,nan
qmof-c7c3bac.res,7.97798,3
qmof-c7cd3cd.res,7.5408,3
qmof-c7d2f8a.res,3.8942,1
qmof-c7df685.res,15.34105,3
qmof-c7e180e.res,7.90476,1
qmof-c7f2375.res,14.57463,3
qmof-c7f9786.res,4.13272,1
qmof-c80cf5d.res,11.92581,3
qmof-c814e46.res,4.12295,1
qmof-c81c070.res,7.41065,1
qmof-c831035.res,4.04634,2
qmof-c848195.res,1.65156,nan
qmof-c855c74.res,1.0821,nan
qmof-c85eddf.res,5.05693,3
qmof-c85fd52.res,1.30303,nan
qmof-c860d38.res,9.52118,3
qmof-c861c48.res,5.39545,1
qmof-c8860bc.res,10.13009,1
qmof-c88e03d.res,4.75618,2
qmof-c8979c7.res,6.75505,3
qmof-c89a0d4.res,0.88726,nan
qmof-c8ac69c.res,2.43339,2
qmof-c8ae741.res,4.40079,3
qmof-c8b91c4.res,0.7244,nan
qmof-c8c0b58.res,14.50433,3
qmof-c8c6644.res,1.09181,nan
qmof-c8c75f1.res,1.13811,nan
qmof-c8d8074.res,1.10513,nan
qmof-c8e0d0c.res,6.37685,1
qmof-c8e8eb6.res,2.07684,nan
qmof-c8edfaa.res,1.04411,nan
qmof-c8ee7d2.res,1.46624,nan
qmof-c8f0292.res,1.09586,nan
qmof-c8f72fc.res,4.28592,2
qmof-c906a20.res,5.93667,3
qmof-c915553.res,11.18404,3
qmof-c9158bc.res,2.60973,1
qmof-c91b30c.res,11.85029,3
qmof-c921899.res,5.73452,3
qmof-c924489.res,5.56554,2
qmof-c926dc5.res,2.49624,1
qmof-c92d2ff.res,1.23024,nan
qmof-c931987.res,1.36746,nan
qmof-c933b3d.res,3.41763,1
qmof-c93885a.res,4.8896,3
qmof-c9435a0.res,1.54574,nan
qmof-c95a6c5.res,0.92564,nan
qmof-c95bdf0.res,8.84779,1
qmof-c9683b1.res,4.57883,3
qmof-c975bbc.res,1.44299,nan
qmof-c97a367.res,7.61374,3
qmof-c98b8f3.res,2.19197,nan
qmof-c98eadd.res,10.43676,3
qmof-c9afd47.res,9.61146,1
qmof-c9ba03a.res,5.25997,3
qmof-c9d0c12.res,20.19741,1
qmof-c9ee732.res,0.89029,nan
qmof-c9f9a46.res,1.07488,nan
qmof-ca08021.res,3.37882,2
qmof-ca0b14c.res,8.08,3
qmof-ca12032.res,3.31182,1
qmof-ca189cb.res,1.24347,nan
qmof-ca1b84d.res,5.2812,3
qmof-ca1bbc9.res,7.56179,1
qmof-ca29387.res,7.26586,1
qmof-ca4b8ca.res,4.52586,3
qmof-ca4d273.res,2.15204,nan
qmof-ca60fff.res,6.11294,3
qmof-ca683eb.res,1.20551,nan
qmof-ca6d033.res,4.17528,1
qmof-ca73b53.res,1.17087,nan
qmof-ca7a99c.res,6.9348,3
qmof-ca7c71a.res,27.82265,3
qmof-ca7cf12.res,6.31558,3
qmof-ca84210.res,5.02844,3
qmof-ca94f00.res,3.61702,1
qmof-cac1cea.res,3.47218,3
qmof-cac4d89.res,6.14144,3
qmof-cadcc0c.res,4.44321,3
qmof-cae0a18.res,4.95161,3
qmof-cae97a0.res,1.14195,nan
qmof-caec8ef.res,0.92238,nan
qmof-cafa193.res,7.1342,3
qmof-cafbd5e.res,1.1474,nan
qmof-cafe978.res,1.31096,nan
qmof-cb0ed13.res,3.4577,1
qmof-cb12c69.res,0.99085,nan
qmof-cb134eb.res,0.92901,nan
qmof-cb1c2d5.res,2.83558,2
qmof-cb3237c.res,6.0166,3
qmof-cb3abbe.res,3.41536,3
qmof-cb3b518.res,1.57391,nan
qmof-cb52709.res,0.89614,nan
qmof-cb55880.res,0.86928,nan
qmof-cb5b23e.res,11.87449,3
qmof-cb60298.res,1.21087,nan
qmof-cb7fcfc.res,1.12641,nan
qmof-cb81f47.res,1.23571,nan
qmof-cb91326.res,18.68259,3
qmof-cb9b390.res,0.89116,nan
qmof-cb9ea13.res,6.0771,1
qmof-cbb0d2f.res,4.85739,3
qmof-cbb3b86.res,10.13183,3
qmof-cbbcaee.res,5.85109,3
qmof-cbc1066.res,5.92455,1
qmof-cbc9d23.res,8.62436,3
qmof-cbdf67d.res,1.69756,nan
qmof-cbdfa7f.res,2.23528,nan
qmof-cbf3b98.res,6.36393,1
qmof-cbfd0bc.res,1.00533,nan
qmof-cc095cc.res,0.94524,nan
qmof-cc0c005.res,1.16862,nan
qmof-cc10ecd.res,7.92278,1
qmof-cc15248.res,0.85233,nan
qmof-cc16ed1.res,3.86567,2
qmof-cc1d215.res,1.95587,nan
qmof-cc20050.res,8.90646,3
qmof-cc26de1.res,5.08731,2
qmof-cc31ba7.res,0.92746,nan
qmof-cc3b49d.res,1.06733,nan
qmof-cc3dd63.res,9.6394,3
qmof-cc44e12.res,1.74301,nan
qmof-cc4894a.res,1.74404,nan
qmof-cc550ed.res,3.7773,1
qmof-cc574ac.res,4.00583,1
qmof-cc5aa5e.res,0.93858,nan
qmof-cc5aaaf.res,0.8239,nan
qmof-cc5ae49.res,2.97762,1
qmof-cc5bcaa.res,4.18096,1
qmof-cc610f8.res,4.12534,3
qmof-cc71e5d.res,6.58023,3
qmof-cc7bad5.res,14.09934,1
qmof-cc7c086.res,3.4102,1
qmof-cc8c19f.res,0.94643,nan
qmof-cc941c8.res,8.4233,3
qmof-cca3b22.res,5.50978,3
qmof-ccc0f18.res,21.4472,3
qmof-ccc24a6.res,7.66035,1
qmof-cccbac5.res,2.9116,1
qmof-ccd0017.res,7.26249,3
qmof-ccdbd1a.res,1.37118,nan
qmof-cce18b1.res,3.66254,1
qmof-cce2aa3.res,10.13666,3
qmof-cce872e.res,9.09103,3
qmof-cce97c8.res,14.55803,3
qmof-cced18d.res,3.71228,1
qmof-ccee605.res,0.89341,nan
qmof-ccfe780.res,4.33508,3
qmof-cd01241.res,7.15382,1
qmof-cd01b25.res,2.16954,nan
qmof-cd0d17e.res,7.97821,3
qmof-cd16e60.res,9.46393,3
qmof-cd1b08b.res,1.31766,nan
qmof-cd1c2f7.res,0.72289,nan
qmof-cd2e621.res,4.53538,3
qmof-cd300b3.res,4.33372,1
qmof-cd300fd.res,1.23651,nan
qmof-cd363bf.res,0.71434,nan
qmof-cd476a1.res,8.03645,3
qmof-cd4e737.res,0.69219,nan
qmof-cd53be1.res,5.42093,3
qmof-cd6091d.res,0.76537,nan
qmof-cd62d7d.res,6.40498,3
qmof-cd6b0e0.res,1.23761,nan
qmof-cd72e31.res,6.75352,3
qmof-cd7c886.res,0.90177,nan
qmof-cd92ad7.res,4.17396,3
qmof-cd994e3.res,9.17564,3
qmof-cd9a14c.res,5.39477,2
qmof-cd9c899.res,5.54822,1
qmof-cd9dd93.res,8.71732,3
qmof-cd9e11c.res,4.14661,3
qmof-cda0d58.res,4.17147,1
qmof-cda8e7d.res,5.66339,3
qmof-cda9fd1.res,8.52241,1
qmof-cdc5769.res,7.26424,1
qmof-cdc8395.res,0.98704,nan
qmof-cdc8443.res,2.02722,nan
qmof-cde0b8c.res,4.4141,1
qmof-cde196e.res,1.44432,nan
qmof-cde22cb.res,1.21424,nan
qmof-cdebfa4.res,1.0132,nan
qmof-cdec426.res,5.17506,1
qmof-cdee87c.res,3.13378,3
qmof-cdf64b8.res,2.78793,3
qmof-cdfd544.res,3.80417,1
qmof-ce0602b.res,0.79426,nan
qmof-ce08781.res,9.46558,3
qmof-ce09a20.res,8.34082,1
qmof-ce0eb61.res,7.69868,3
qmof-ce1173f.res,2.63895,1
qmof-ce13302.res,2.27178,nan
qmof-ce16907.res,1.20379,nan
qmof-ce182d3.res,6.58299,2
qmof-ce228b6.res,2.2017,nan
qmof-ce29e59.res,4.71139,1
qmof-ce2e8c8.res,0.7775,nan
qmof-ce2ef43.res,5.13531,3
qmof-ce36f66.res,1.88981,nan
qmof-ce52fe3.res,1.48454,nan
qmof-ce57f55.res,0.45105,nan
qmof-ce59b58.res,1.0935,nan
qmof-ce64565.res,8.57632,3
qmof-ce9191f.res,3.53829,3
qmof-ceaa98a.res,1.71672,nan
qmof-ceadfbb.res,1.02064,nan
qmof-cec6153.res,10.72107,3
qmof-cec6418.res,5.80987,3
qmof-ced1629.res,0.85261,nan
qmof-ced3286.res,1.9585,nan
qmof-cee9997.res,0.78301,nan
qmof-ceee1fb.res,9.08237,3
qmof-cf0736f.res,3.76193,3
qmof-cf29560.res,4.91718,3
qmof-cf2b93a.res,6.04845,3
qmof-cf2c2a0.res,8.83278,3
qmof-cf2c9b6.res,13.03186,3
qmof-cf374fe.res,7.29937,3
qmof-cf3daa8.res,3.57098,3
qmof-cf43113.res,3.83068,1
qmof-cf4c03c.res,2.81719,1
qmof-cf5a8b5.res,6.85424,1
qmof-cf6747d.res,7.74632,2
qmof-cf68a4b.res,7.78174,2
qmof-cf6cab8.res,0.80227,nan
qmof-cf6fe94.res,0.88594,nan
qmof-cf77c88.res,1.27499,nan
qmof-cf9a5d2.res,2.6269,1
qmof-cfab418.res,9.14865,1
qmof-cfb0f9e.res,1.05611,nan
qmof-cfb40de.res,3.39125,1
qmof-cfb4f79.res,1.05422,nan
qmof-cfb7d09.res,3.76935,3
qmof-cfbb516.res,6.19384,3
qmof-cfc22da.res,10.70023,3
qmof-cfe2566.res,1.11365,nan
qmof-cfe9104.res,3.60883,2
qmof-cfee2db.res,7.00369,3
qmof-cfee5a8.res,4.20502,2
qmof-d007203.res,1.62507,nan
qmof-d007551.res,0.75319,nan
qmof-d0086fd.res,3.03284,1
qmof-d01066a.res,1.09074,nan
qmof-d014068.res,1.13102,nan
qmof-d01663e.res,2.26353,nan
qmof-d018171.res,6.85164,3
qmof-d028d70.res,2.14712,nan
qmof-d03bfbb.res,0.99742,nan
qmof-d03fdac.res,4.16585,3
qmof-d04e7ab.res,7.67503,1
qmof-d08242d.res,7.76791,3
qmof-d083099.res,9.27726,3
qmof-d0835c2.res,0.94485,nan
qmof-d088bbe.res,4.05459,3
qmof-d08b940.res,0.8875,nan
qmof-d08dcb5.res,1.37897,nan
qmof-d0ad78c.res,2.74519,1
qmof-d0b4aad.res,3.72895,3
qmof-d0bd86a.res,0.76725,nan
qmof-d0bf550.res,1.60744,nan
qmof-d0c7189.res,3.55817,1
qmof-d0c743a.res,11.72271,3
qmof-d0d01da.res,10.55673,3
qmof-d0d269c.res,1.13274,nan
qmof-d0d26c4.res,2.03849,nan
qmof-d0d4f76.res,1.02421,nan
qmof-d0e3270.res,0.84241,nan
qmof-d0ed08c.res,4.45617,3
qmof-d0f9fb3.res,0.54828,nan
qmof-d0fbccd.res,1.07085,nan
qmof-d0fe151.res,0.89955,nan
qmof-d1061d7.res,10.87543,3
qmof-d1097c8.res,7.75981,3
qmof-d10a0f5.res,0.9303,nan
qmof-d10ccb2.res,1.92101,nan
qmof-d11fc4e.res,6.45972,3
qmof-d1216ba.res,0.92142,nan
qmof-d1250d1.res,1.71206,nan
qmof-d12d0a0.res,2.28805,nan
qmof-d130b00.res,2.05158,nan
qmof-d133979.res,9.47089,3
qmof-d139efc.res,1.11259,nan
qmof-d141d6f.res,2.50304,1
qmof-d14d764.res,1.249,nan
qmof-d14ddee.res,5.03488,3
qmof-d14fd27.res,7.22988,3
qmof-d15583a.res,4.63386,3
qmof-d159ad9.res,4.51599,3
qmof-d16a680.res,0.96973,nan
qmof-d190992.res,4.37172,1
qmof-d192e8d.res,7.06978,1
qmof-d192f59.res,0.92393,nan
qmof-d1a13c7.res,1.23353,nan
qmof-d1aa449.res,5.18646,3
qmof-d1bdfd3.res,1.62964,nan
qmof-d1be428.res,0.89679,nan
qmof-d1bf53c.res,1.15798,nan
qmof-d1c2259.res,0.96612,nan
qmof-d1cceaa.res,10.46047,3
qmof-d1d4e1b.res,13.20659,3
qmof-d1ec783.res,1.38485,nan
qmof-d1ed4a4.res,0.92086,nan
qmof-d1fec5e.res,0.92404,nan
qmof-d207424.res,7.42661,2
qmof-d208280.res,8.89498,3
qmof-d208f10.res,0.94943,nan
qmof-d215bed.res,9.6149,3
qmof-d218fc0.res,1.10383,nan
qmof-d21a0d9.res,4.44443,3
qmof-d2327ea.res,4.12471,1
qmof-d242cec.res,1.47958,nan
qmof-d246998.res,6.8272,3
qmof-d2606c5.res,6.83491,3
qmof-d278d49.res,0.738,nan
qmof-d280801.res,1.19045,nan
qmof-d28d5ec.res,1.07232,nan
qmof-d292655.res,7.60519,1
qmof-d2930bc.res,3.35328,3
qmof-d29cec2.res,11.13622,3
qmof-d2b40a4.res,2.8707,1
qmof-d2bacb1.res,5.2018,1
qmof-d2bd698.res,0.9466,nan
qmof-d2e3fe6.res,1.14158,nan
qmof-d2f08f6.res,6.65158,2
qmof-d2f0d63.res,1.90446,nan
qmof-d2f655f.res,1.8407,nan
qmof-d2fe6bc.res,2.75915,1
qmof-d309263.res,0.86253,nan
qmof-d30ae56.res,14.27044,3
qmof-d3204be.res,0.72555,nan
qmof-d32c5b6.res,4.70495,3
qmof-d337a1f.res,8.84363,3
qmof-d33c8e0.res,1.05647,nan
qmof-d3530bc.res,0.84034,nan
qmof-d35f64f.res,1.00453,nan
qmof-d378af7.res,6.71879,1
qmof-d383524.res,4.99544,3
qmof-d3845a9.res,5.45152,2
qmof-d385e80.res,1.01974,nan
qmof-d38b97e.res,4.01465,1
qmof-d38bd9e.res,7.25602,3
qmof-d3a50cb.res,5.22047,3
qmof-d3a576e.res,0.86445,nan
qmof-d3ac615.res,5.79308,3
qmof-d3ade47.res,9.09644,3
qmof-d3b25c3.res,1.27664,nan
qmof-d3bbe4b.res,2.93536,2
qmof-d3dcec0.res,10.66838,1
qmof-d3eb92f.res,5.38699,3
qmof-d3f04f5.res,5.15262,1
qmof-d3f5e9a.res,0.91476,nan
qmof-d3fae93.res,3.29274,3
qmof-d40fe67.res,14.35078,3
qmof-d417dab.res,8.06453,3
qmof-d42765b.res,1.36996,nan
qmof-d441ad0.res,7.54451,3
qmof-d44e9a3.res,1.27287,nan
qmof-d45bd61.res,10.79087,3
qmof-d461695.res,1.18025,nan
qmof-d46f640.res,6.27399,3
qmof-d472479.res,7.78914,3
qmof-d47560b.res,5.09814,3
qmof-d475ee7.res,27.77455,3
qmof-d47a2d7.res,3.56591,1
qmof-d47a6e2.res,8.76635,3
qmof-d480554.res,6.33809,3
qmof-d481578.res,1.01624,nan
qmof-d484021.res,2.03552,nan
qmof-d490fff.res,6.36533,3
qmof-d492646.res,13.04131,3
qmof-d49285b.res,1.66198,nan
qmof-d49358a.res,3.85447,2
qmof-d4963a6.res,6.36944,3
qmof-d497239.res,2.22769,nan
qmof-d4a767d.res,4.40981,1
qmof-d4a8601.res,1.60546,nan
qmof-d4b9a86.res,1.22748,nan
qmof-d4ba604.res,5.06347,1
qmof-d4bbd73.res,2.50804,1
qmof-d4c0a72.res,6.18484,3
qmof-d4cc1c0.res,1.10892,nan
qmof-d4d0715.res,1.28762,nan
qmof-d4d3d1f.res,5.47091,3
qmof-d4d4dbf.res,1.58192,nan
qmof-d4dbf80.res,3.32271,3
qmof-d4eba6e.res,1.95657,nan
qmof-d4f01fe.res,4.87354,1
qmof-d4f1c96.res,4.13289,3
qmof-d5014d8.res,2.12348,nan
qmof-d50d945.res,5.23497,1
qmof-d535864.res,9.30942,3
qmof-d53eb5d.res,3.88956,3
qmof-d54006f.res,10.55884,3
qmof-d544575.res,3.17832,1
qmof-d545337.res,4.8074,3
qmof-d54da7b.res,0.77066,nan
qmof-d54db96.res,7.00383,1
qmof-d552231.res,3.61537,1
qmof-d55ec67.res,0.886,nan
qmof-d5697d2.res,1.62296,nan
qmof-d571bd8.res,2.28883,nan
qmof-d57448c.res,7.19904,3
qmof-d5867c2.res,20.34715,1
qmof-d58a816.res,2.60133,1
qmof-d5b7dd9.res,6.24987,1
qmof-d5c7d8e.res,1.79948,nan
qmof-d5c8737.res,1.04687,nan
qmof-d5d281f.res,7.80177,1
qmof-d5e3f1f.res,4.61459,1
qmof-d5e77c0.res,4.01135,3
qmof-d5e9981.res,0.97695,nan
qmof-d5ebe30.res,3.89453,3
qmof-d5f9805.res,1.19857,nan
qmof-d6024b8.res,7.15518,1
qmof-d604c9c.res,6.85054,3
qmof-d611084.res,1.07378,nan
qmof-d615ab3.res,1.06808,nan
qmof-d619909.res,5.96654,3
qmof-d6239ff.res,9.85427,3
qmof-d65353c.res,3.93381,3
qmof-d6539c3.res,15.23527,3
qmof-d65be38.res,4.21408,3
qmof-d675ae6.res,5.53402,3
qmof-d67cf85.res,10.68476,1
qmof-d68f170.res,10.24622,3
qmof-d698e20.res,1.09735,nan
qmof-d69c4b7.res,9.28567,3
qmof-d6a31e5.res,7.5199,3
qmof-d6a7954.res,8.91063,3
qmof-d6bf3fd.res,22.24867,1
qmof-d6cb039.res,1.26912,nan
qmof-d6ce5a5.res,1.13663,nan
qmof-d6cf7a2.res,1.25522,nan
qmof-d6d1915.res,0.90252,nan
qmof-d6d6f9f.res,4.95957,1
qmof-d6e7e79.res,7.56002,2
qmof-d6fed85.res,4.43517,3
qmof-d71e4e0.res,4.93176,3
qmof-d72df68.res,6.35478,3
qmof-d73088d.res,5.41488,2
qmof-d7359ca.res,2.70336,1
qmof-d73a212.res,1.40704,nan
qmof-d73dedf.res,1.10508,nan
qmof-d740c56.res,3.42993,2
qmof-d74206e.res,1.22859,nan
qmof-d745543.res,4.48864,1
qmof-d74c3da.res,2.30039,nan
qmof-d751b44.res,11.7644,3
qmof-d7610ef.res,1.32311,nan
qmof-d766859.res,3.29362,3
qmof-d76bd38.res,6.15971,2
qmof-d76ea7b.res,5.04392,2
qmof-d76ec90.res,1.60789,nan
qmof-d77d3f0.res,11.24651,1
qmof-d79a97c.res,3.62358,3
qmof-d7ad42d.res,6.44642,3
qmof-d7b34d4.res,7.75309,2
qmof-d7d047e.res,3.86495,1
qmof-d7d1a09.res,5.23954,1
qmof-d7df6c4.res,1.19021,nan
qmof-d7e755d.res,8.14387,2
qmof-d7fd1e2.res,3.36893,3
qmof-d80e631.res,1.83366,nan
qmof-d816f85.res,5.13267,3
qmof-d81f26e.res,0.54495,nan
qmof-d82fb09.res,0.78051,nan
qmof-d8307a2.res,3.59029,3
qmof-d832b38.res,1.25869,nan
qmof-d83e85c.res,1.3323,nan
qmof-d843630.res,2.54326,1
qmof-d844aae.res,5.74135,2
qmof-d850c92.res,1.11117,nan
qmof-d8545ac.res,7.96343,2
qmof-d856602.res,15.78596,3
qmof-d8a055c.res,0.93062,nan
qmof-d8b40b5.res,2.96435,1
qmof-d8bc158.res,9.22287,3
qmof-d8bdba8.res,4.04612,2
qmof-d8d9479.res,1.13704,nan
qmof-d8e2d5a.res,0.97373,nan
